200414,201223,25.866667
201223,201229,26.116667
201229,210106,25.075
210106,210112,26.5
210112,210126,26.825
210126,210203,27.325
210203,210209,27.45
210209,210217,25.7
210217,210223,25.325
210223,210302,24.25
210302,210310,24.165
210310,210316,24.765
210316,210323,26.15
210323,210330,26.48
210330,210406,25.005001
210406,210413,25.05
210413,210420,25.4
210420,210427,25.6
210427,210504,24.775
210504,210511,25.15
210511,210518,27.05
210518,210525,26.875
210525,210601,25.45
210601,210608,24.1
210608,210615,24.4
210615,210622,24.875
210622,210706,25.85
210706,210712,26.1
210712,210723,25.825
210723,210727,24.9
210727,210803,23.85
210803,210810,24.925
210810,210817,26.75
210817,210824,25.975
210824,210901,25.9
210901,211020,27.0
211020,211027,26.15
211027,211104,24.894737
211104,211110,24.421053
211110,211117,25.27
211117,211123,26.352383
211123,211201,26.809525
211201,211207,26.3
211207,211214,26.35
211214,211221,26.65
211221,211228,25.631578
211228,220103,25.289474
220103,220111,24.975
220111,220118,24.7
220118,220125,24.975
220125,220201,25.275
220201,220208,25.95
220208,220308,27.225
220308,220322,27.289474
220322,220326,26.18421
220326,220330,26.425
220330,220405,26.18421
220405,220419,24.763159
220419,220501,25.8
220501,220503,27.225
220503,220510,26.825
220510,220630,25.325
