200414,201223,24.15
201223,201229,24.15625
201229,210106,23.722221
210106,210112,23.714285
210112,210126,21.583334
210126,210203,21.8125
210203,210209,23.5
210209,210217,23.384615
210217,210223,21.863636
210223,210302,21.5
210302,210310,21.52857
210310,210316,23.07
210316,210323,24.26923
210323,210330,24.6
210330,210406,22.818182
210406,210413,22.333334
210413,210420,23.26923
210420,210427,23.807692
210427,210504,22.678572
210504,210511,22.045454
210511,210518,20.8
210518,210525,22.125
210525,210601,22.923077
210601,210608,22.466667
210608,210615,22.857143
210615,210622,23.25
210622,210706,23.846153
210706,210712,24.0
210712,210723,24.318182
210723,210727,24.0
210727,210803,23.6
210803,210810,24.133333
210810,210817,24.90909
210817,210824,24.071428
210824,210901,24.166666
210901,211020,24.8
211020,211027,24.375
211027,211104,23.916666
211104,211110,23.5
211110,211117,23.8
211117,211123,24.564285
211123,211201,24.678572
211201,211207,24.181818
211207,211214,24.25
211214,211221,25.346153
211221,211228,24.933332
211228,220103,23.833334
220103,220111,24.0
220111,220118,23.2
220118,220125,22.884615
220125,220201,23.307692
220201,220208,23.95
220208,220308,25.3125
220308,220322,23.944445
220322,220326,24.375
220326,220330,25.26923
220330,220405,23.9
220405,220419,21.181818
220419,220501,21.5
220501,220503,23.15
220503,220510,23.9375
220510,220630,23.136364
