200414,201223,22.05
201223,201229,21.5
201229,210106,20.181818
210106,210112,21.846153
210112,210126,22.642857
210126,210203,23.833334
210203,210209,24.1
210209,210217,23.071428
210217,210223,22.833334
210223,210302,20.95
210302,210310,19.446154
210310,210316,20.08
210316,210323,22.857143
210323,210330,21.460001
210330,210406,20.677778
210406,210413,23.0
210413,210420,23.714285
210420,210427,22.5
210427,210504,23.083334
210504,210511,22.555555
210511,210518,22.6
210518,210525,23.041666
210525,210601,23.071428
210601,210608,22.8
210608,210615,21.833334
210615,210622,21.916666
210622,210706,22.571428
210706,210712,22.3125
210712,210723,21.222221
210723,210727,19.75
210727,210803,18.7
210803,210810,20.6
210810,210817,21.666666
210817,210824,22.5
210824,210901,21.75
210901,211020,22.6
211020,211027,22.5
211027,211104,20.5
211104,211110,20.0
211110,211117,21.571428
211117,211123,23.714285
211123,211201,24.642857
211201,211207,22.444445
211207,211214,21.85
211214,211221,22.142857
211221,211228,21.875
211228,220103,21.285715
220103,220111,20.666666
220111,220118,22.6
220118,220125,22.5
220125,220201,22.857143
220201,220208,21.95
220208,220308,21.583334
220308,220322,22.6
220322,220326,22.428572
220326,220330,21.928572
220330,220405,21.833334
220405,220419,22.75
220419,220501,23.8125
220501,220503,23.45
220503,220510,22.291666
220510,220630,21.555555
