200414,201223,19.466667
201223,201229,19.8
201229,210106,19.2
210106,210112,20.475
210112,210126,20.75
210126,210203,20.975
210203,210209,21.05
210209,210217,19.6
210217,210223,19.4
210223,210302,18.775
210302,210310,18.429998
210310,210316,18.83
210316,210323,20.175
210323,210330,20.130001
210330,210406,18.68
210406,210413,19.525
210413,210420,20.05
210420,210427,19.65
210427,210504,19.0
210504,210511,19.4
210511,210518,20.95
210518,210525,20.8
210525,210601,19.675
210601,210608,18.725
210608,210615,18.8
210615,210622,18.814999
210622,210706,19.715
210706,210712,20.05
210712,210723,19.95
210723,210727,19.15
210727,210803,18.3
210803,210810,19.075
210810,210817,20.225
210817,210824,19.425
210824,210901,19.625
210901,211020,20.825
211020,211027,20.3
211027,211104,19.18421
211104,211110,18.710526
211110,211117,19.425
211117,211123,20.404762
211123,211201,20.785715
211201,211207,20.1
211207,211214,20.075
211214,211221,20.35
211221,211228,19.81579
211228,220103,19.631578
220103,220111,19.15
220111,220118,18.775
220118,220125,19.05
220125,220201,19.55
220201,220208,20.225
220208,220308,20.625
220308,220322,20.5
220322,220326,20.131578
220326,220330,20.05
220330,220405,19.657894
220405,220419,18.842106
220419,220501,19.3
220501,220503,20.35
220503,220510,20.575
220510,220630,19.55
