5/3/22,0.714,35,29,0,1,2,0,2 shrimp,
5/3/22,0.714,30,23,0,1,2,0,1 fish,
5/3/22,0.714,27,21,0,1,2,0,1 fish,
5/3/22,0.714,27,21,1,1,2,0,0,
5/3/22,0.714,30,23,0,1,2,0,0,
5/3/22,0.714,24,18,1,0,3,1,1 shrimp,
5/3/22,0.714,24,17,1,0,3,1,2 shrimp,
5/3/22,0.714,23,17,1,0,3,1,1 shrimp,
5/3/22,0.714,24,18,1,0,3,1,1 shrimp,
5/3/22,0.714,23.5,17,1,0,3,1,-1,
3/26/22,0.834,28,22,0,1,2,0,0,
3/26/22,0.834,25,19,1,0,3,1,1 shrimp,
3/26/22,0.834,30,23,0,0,2,0,6 shrimp,
3/26/22,0.834,32,25.5,0,0,3,1,1 fish,
3/26/22,0.834,22,17,1,0,3,1,9 shrimp,
3/26/22,0.834,27,21,0,1,2,0,7 shrimp,
3/26/22,0.834,26.5,20,0,0,3,1,1 shrimp,
3/26/22,0.834,24,19,1,0,3,1,4 shrimp,
3/26/22,0.834,21,16,1,0,3,1,4 shrimp,
3/26/22,0.834,27,20,1,0,3,1,6 shrimp,
4/5/22,0.3125,29.5,22,0,1,2,0,0,
4/5/22,0.3125,29,22,0,1,2,0,0,
4/5/22,0.3125,30,23,0,1,2,0,0,
4/5/22,0.3125,25,18,0,0,3,1,3 shrimp,
4/5/22,0.3125,30,23,0,1,2,0,1 fish,
4/5/22,0.3125,21,16,1,0,3,1,1 fish,
4/5/22,0.3125,25,19,0,1,2,0,2 shrimp,
4/5/22,0.3125,21,16,1,0,3,1,3 shrimp,
4/5/22,0.3125,21,16,1,0,3,1,1 shrimp,
5/10/22,0.435,30,22,0,1,2,0,1 shrimp,
5/10/22,0.435,30,23,0,1,2,0,0,
5/10/22,0.435,26,20,1,0,3,1,2 shrimp 1 fish,
5/10/22,0.435,29.5,23,0,1,2,0,0,
5/10/22,0.435,28,21,0,1,2,0,3 shrimp,
5/10/22,0.435,25,19.5,1,0,2,0,3 shrimp,
5/10/22,0.435,24,19,1,0,3,1,0,
5/10/22,0.435,29.5,23,1,1,2,0,2 shrimp 1 fish,
5/10/22,0.435,23,18,1,0,3,0,1 shrimp,
5/10/22,0.435,24,19,1,0,2,0,2 shrimp,
3/22/22,0.4,23,18,1,0,3,1,0,
3/22/22,0.4,30,23,0,1,2,0,1 fish,
3/22/22,0.4,31,24,0,1,2,0,1 wrosse,
3/22/22,0.4,31,23,0,1,2,0,0,
3/22/22,0.4,28,21,1,1,2,0,0,
3/22/22,0.4,25,20,1,0,3,1,0,
3/22/22,0.4,22,16.5,1,0,3,1,0,
3/22/22,0.4,23,17.5,1,0,3,1,0,
3/22/22,0.4,22,17,1,0,3,1,0,
1/3/22,0.667,30,22,0,1,2,0,0,
1/3/22,0.667,28,22,1,1,2,0,0,
1/3/22,0.667,31,23,1,1,2,0,0,
1/3/22,0.667,23,17,1,0,3,1,4 shrimp,
1/3/22,0.667,28,22,1,1,2,0,0,
1/3/22,0.667,15,14.5,1,0,3,1,3 fish,
1/3/22,0.667,20.5,15,1,0,2,0,1 fish,
1/3/22,0.667,23,17.5,1,0,3,1,1 shrimp,
1/3/22,0.667,32,25,0,1,3,0,0,
1/3/22,0.667,27,21,0,1,3,1,0,
1/25/22,0.204,24,18.5,0,1,2,0,4 shrimp 1 fish,
1/25/22,0.204,25,19,1,0,3,0,1 fish,
1/25/22,0.204,30,23.5,0,1,2,0,1 shrimp,
1/25/22,0.204,28,22.5,0,1,2,0,8 shrimp,
1/25/22,0.204,21,17,1,0,3,1,2 shrimp,
1/25/22,0.204,22,18,1,0,3,1,3 shrimp,
1/25/22,0.204,23,18,1,0,3,1,4 shrimp,
1/25/22,0.204,25,19,1,0,3,1,1 shrimp 1 fish,
1/25/22,0.204,25.5,20.5,0,0,3,1,0,
1/25/22,0.204,24,13.5,1,0,3,1,2 shrimp,
1/18/22,0.238,22,16,1,0,3,1,1 shrimp,
1/18/22,0.238,23,17,1,0,3,1,1 shrimp,
1/18/22,0.238,30,23,0,1,2,0,1 shrimp,
1/18/22,0.238,23,18,1,0,3,1,0,
1/18/22,0.238,28,22,1,1,2,0,1 shrimp,
1/18/22,0.238,26,20,1,0,3,1,2 shrimp,
1/18/22,0.238,21,15.5,1,0,3,1,0,
1/18/22,0.238,31,24,1,1,2,0,1 fish,
1/18/22,0.238,31,24,0,1,2,0,1 fish,
1/18/22,0.238,17,12,1,0,3,0,1 fish,
2/1/22,0.244,28.5,22,0,1,2,0,1 fish,
2/1/22,0.244,31.5,25,0,1,2,0,0,
2/1/22,0.244,30,24,0,1,2,0,1 fish,
2/1/22,0.244,22,17,1,0,3,1,2 fish,
2/1/22,0.244,22,17.5,1,0,3,0,0,
2/1/22,0.244,25,19,1,0,3,0,0,
2/1/22,0.244,30.5,24.5,1,0,2,0,0,
2/1/22,0.244,19.5,14.5,1,0,3,1,0,
2/1/22,0.244,20,16,1,0,3,0,0,
2/1/22,0.244,29,22,1,0,3,0,0,
1/11/22,0.588,21.5,16,1,0,3,1,1 fish,
1/11/22,0.588,26,19.5,1,0,3,1,0,
1/11/22,0.588,26,20,0,1,2,0,0,
1/11/22,0.588,26,20,1,0,3,1,-1,
1/11/22,0.588,25.5,20,1,0,3,1,1 fish,
1/11/22,0.588,23,18,1,0,3,1,1 shrimp 1 fish,
1/11/22,0.588,22.5,17,1,0,3,1,3 shrimp,
1/11/22,0.588,22.5,16.5,1,0,3,1,2 fish,
1/11/22,0.588,23,17,1,0,3,1,6 fish,
1/11/22,0.588,26,20,1,0,3,1,7 fish,
5/1/22,0,35,27,0,1,2,0,0,
5/1/22,0,23,17,1,0,3,1,0,
5/1/22,0,32,25.5,0,1,2,0,1 fish,
5/1/22,0,32,16.5,0,1,2,0,0,
5/1/22,0,22,17,1,0,3,1,0,
5/1/22,0,23,16.5,1,0,3,1,2 shrimp,
5/1/22,0,33,26.5,1,1,2,0,0,
5/1/22,0,32,22,0,1,2,0,wrasse,
5/1/22,0,22,17,1,0,3,1,2 shrimp,
5/1/22,0,23,18,1,0,3,1,2 shrimp & coral,
12/28/21,0.391,27,20,1,0,3,1,0,
12/28/21,0.391,31,24,0,1,2,0,snapper,
12/28/21,0.391,26,21,0,1,2,0,2 shrimp,
12/28/21,0.391,25,20,0,0,3,1,1 shrimp 1 fish,
12/28/21,0.391,23,18,0,0,3,1,1 shrimp and crab,
12/28/21,0.391,22,17,1,0,3,1,wrasse,
12/28/21,0.391,21,17,0,0,3,1,1 shrimp,
12/28/21,0.391,24,18,1,0,3,1,1 fish and crab,
12/28/21,0.391,24,19,1,0,3,1,0,
12/21/21,0.416,34,26.5,1,1,3,0,0,
12/21/21,0.416,26,20,1,0,3,1,-1,
12/21/21,0.416,27,20.5,0,1,2,0,4 shrimp 1 fish,
